ID,isChild,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
TK-A(1)[M],FALSE,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.657899976,1.174496174,725476030,0.016585888,2660106,[],[],[],1,9,3
SL-A(2)[M]-TK-A(1)[M](1),TRUE,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'CONV': [64, 5]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302615643,2079457606,0.026273308,2133434,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M]-TK-A(1)[M](2),TRUE,"[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.697300017,0.972730458,671081150,0.016940123,3209098,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M],FALSE,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.634000003,1.061186314,1249050950,0.021479689,1322554,[],[],[],8,5,3
TK-A(2)[M],FALSE,"[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.664200008,1.006726861,1766891750,0.02273967,2052474,[],[],[],6,3,0
SL-A(2)[M]-TK-A(2)[M](1),TRUE,"[1, 2, 1, 1, 2, 0, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.697399974,0.912157297,829595878,0.017162557,1438202,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M]-TK-A(2)[M](2),TRUE,"[1, 2, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'CONV': [64, 5]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302654028,2079457606,0.026124487,2133434,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",[],-1,-1,-1
TK-A(2)[M]-TK-A(1)[M](1)[M],TRUE,"[1, 2, 1, 3, -1, 1, 3, -1, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 3]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.691900015,0.926798463,704314726,0.015711407,1421818,"[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",5,10,5
TK-A(2)[M]-TK-A(1)[M](2)[M],TRUE,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.679099977,1.138211966,725476030,0.016587008,2660106,"[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",7,0,0
TK-LR(2)[M]-TK-A(1)[M](1)[M],TRUE,"[1, 1, 0, 3, -1, 0, 1, 0, 0, 1, 2, 2, 1, 2, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 3]}, {'CONV': [256, 7]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.680899978,1.300932646,664349342,0.017894936,19299146,"[1, 1, 0, 1, 1, 2, 1, 0, 1, 2, -1, 0, 1, 2, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 2, 3, -1, 0, 2, -1, 0, 1, 2, 1, 5, 5, 0, 5, 0, 3]",7,11,8
TK-LR(2)[M]-TK-A(1)[M](2)[M],TRUE,"[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.6796,1.197035789,44321470,0.012062113,570954,"[1, 1, 0, 1, 1, 2, 1, 0, 1, 2, -1, 0, 1, 2, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",8,9,6
SL-A(2)[M]-TK-A(1)[M](1)[M],TRUE,"[1, 2, 1, 2, -1, 0, 3, -1, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 3]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.665199995,0.968553126,704314726,0.015755421,1421818,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",7,10,5
SL-A(2)[M]-TK-A(1)[M](2)[M],TRUE,"[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.686200023,1.072932959,671081150,0.017038324,3209098,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",11,2,0
SL-A(2)[M]-TK-A(2)[M](1)[M],TRUE,"[1, 2, 1, 3, -1, 1, 1, 2, 2, 2, -1, 0, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 7]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.676500022,1.011529803,355807078,0.014256078,3387898,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 2, 1, 1, 2, 0, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",6,9,9
SL-A(2)[M]-TK-A(2)[M](2)[M],TRUE,"[1, 2, 1, 1, 1, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.653199971,1.048505902,1766891750,0.022828341,2052474,"[1, 2, 1, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 2, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",8,1,3
TK-A(2)[M]-TK-A(1)[M](2)[M],FALSE,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.671899974,1.169706106,725476030,0.016702471,2660106,[],[],[],7,0,0
TK-LR(2)[M]-TK-A(1)[M](2)[M],FALSE,"[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.692099988,1.118901491,44321470,0.012016856,570954,[],[],[],8,9,6
TK-A(2)[M]-TK-A(1)[M](2)[M]-TK-LR(2)[M]-TK-A(1)[M](2)[M](1),TRUE,"[1, 0, 1, 2, -1, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.654500008,1.213009715,316465854,0.013447322,1959626,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
TK-A(2)[M]-TK-A(1)[M](2)[M]-TK-LR(2)[M]-TK-A(1)[M](2)[M](2),TRUE,"[1, 0, 1, 1, 1, 2, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.645600021,1.184877753,678273726,0.01603989,1861322,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M]-TK-A(2)[M](2)[M],FALSE,"[1, 2, 1, 1, 1, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.668200016,1.021245956,1766891750,0.022851979,2052474,[],[],[],8,1,3
SL-A(2)[M]-TK-A(1)[M](2)[M],FALSE,"[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.70539999,0.9396047,671081150,0.016904628,3209098,[],[],[],11,2,0
SL-A(2)[M]-TK-A(2)[M](2)[M]-SL-A(2)[M]-TK-A(1)[M](2)[M](1),TRUE,"[1, 2, 1, 1, 2, 0, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302664757,829595878,0.017132796,1438202,"[1, 2, 1, 1, 1, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M]-TK-A(2)[M](2)[M]-SL-A(2)[M]-TK-A(1)[M](2)[M](2),TRUE,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.688300014,1.11281538,725476030,0.01677513,2660106,"[1, 2, 1, 1, 1, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M]-TK-A(1)[M](1)[M],FALSE,"[1, 2, 1, 2, -1, 0, 3, -1, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 3]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.68720001,0.944834769,704314726,0.015774609,1421818,[],[],[],7,10,5
SL-A(2)[M]-TK-A(1)[M](2)[M],FALSE,"[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.701900005,1.072564602,671081150,0.017064313,3209098,[],[],[],11,2,0
SL-A(2)[M]-TK-A(1)[M](1)[M]-SL-A(2)[M]-TK-A(1)[M](2)[M](1),TRUE,"[1, 2, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.676699996,1.041916251,1035157766,0.018833501,2266682,"[1, 2, 1, 2, -1, 0, 3, -1, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
SL-A(2)[M]-TK-A(1)[M](1)[M]-SL-A(2)[M]-TK-A(1)[M](2)[M](2),TRUE,"[1, 0, 1, 1, 2, 0, 3, -1, 1, 1, 0, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 3]}, {'CONV': [64, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.685800016,0.944111824,256957886,0.013573942,1566538,"[1, 2, 1, 2, -1, 0, 3, -1, 1, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
TK-LR(2)[M]-TK-A(1)[M](2)[M],FALSE,"[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.664200008,1.160218596,44321470,0.011901082,570954,[],[],[],8,9,6
TK-LR(2)[M]-TK-A(1)[M](1)[M],FALSE,"[1, 1, 0, 3, -1, 0, 1, 0, 0, 1, 2, 2, 1, 2, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 3]}, {'CONV': [256, 7]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.611000001,2.025729895,664349342,0.017469867,19299146,[],[],[],7,11,8
TK-LR(2)[M]-TK-A(1)[M](2)[M]-TK-LR(2)[M]-TK-A(1)[M](1)[M](1),TRUE,"[1, 0, 1, 2, -1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [256, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.669200003,1.165654302,443335358,0.014642253,2762570,"[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 3, -1, 0, 1, 0, 0, 1, 2, 2, 1, 2, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
TK-LR(2)[M]-TK-A(1)[M](2)[M]-TK-LR(2)[M]-TK-A(1)[M](1)[M](2),TRUE,"[1, 1, 0, 3, -1, 0, 1, 0, 0, 2, -1, 0, 1, 2, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.696500003,1.423313618,52980382,0.01183354,4684362,"[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 3, -1, 0, 1, 0, 0, 1, 2, 2, 1, 2, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
TK-A(2)[M]-TK-A(1)[M](2)[M]-TK-LR(2)[M]-TK-A(1)[M](2)[M](1)[M],TRUE,"[2, -1, 1, 1, 0, 1, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.548799992,1.341078043,20663652,0.011520707,910986,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 2, -1, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]",4,11,5
TK-A(2)[M]-TK-A(1)[M](2)[M]-TK-LR(2)[M]-TK-A(1)[M](2)[M](2)[M],TRUE,"[1, 0, 1, 1, 1, 2, 2, -1, 0, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.653100014,1.178605437,879600318,0.018032266,2057930,"[1, 0, 1, 1, 1, 2, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 1, 2, 1, 0, 1, 2, -1, 0, 1, 0, 2, 5, 3, 0, 5, 0, 3]",4,6,3
SL-A(2)[M]-TK-A(2)[M](2)[M]-SL-A(2)[M]-TK-A(1)[M](2)[M](1)[M],TRUE,"[1, 2, 1, 1, 2, 0, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.665300012,0.999302328,829595878,0.017768595,1438202,"[1, 2, 1, 1, 1, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 1, 2, 1, 0, 2, 5, 3, 0, 5, 0, 3]","[1, 2, 1, 1, 2, 0, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 1, 0, 5, 0, 3]",2,6,0
